SeqName	length	bit-score	eValue	hitName	GOs	ACC
contig_1980	505	36.965	2.69068	gb|OAO89097.1|hypothetical protein AXX17_ATUG04520 [Arabidopsis thaliana]	GO:0000155, GO:0050896, GO:0004516, GO:0019363, GO:0016020, GO:0016021, GO:0000160, GO:0016772, GO:0016310, GO:0016874, GO:0007165, GO:0009881, GO:0009435, GO:0004672	A0A178U7D2	
contig_110	639	182.57	3.77005E-50	gb|KAF1856741.1|hypothetical protein Lal_00043603 [Lupinus albus]	GO:0000155, GO:0007165, GO:0016020, GO:0000160, GO:0042221, GO:0048856, GO:0016310, GO:0016772, GO:0004672, GO:0016740, GO:0016301, GO:0008612	A0A6A5L6D4	
contig_279	552	126.331	2.79457E-31	dbj|GFB45595.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0000155, GO:0007165, GO:0016020, GO:0000160, GO:0016021, GO:0004672	A0A699LP06	
contig_1234	638	87.8113	7.79746E-19	dbj|GFC77704.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0000155, GO:0007165, GO:0000160, GO:0004672	A0A699R3J2	
contig_1123	557	362.459	8.36702E-119	gb|KAF1853050.1|hypothetical protein Lal_00009408 [Lupinus albus]	GO:0000155, GO:0006807, GO:0000160, GO:0016772, GO:0016310, GO:0032259, GO:0007165, GO:0008168, GO:0004672, GO:0043414, GO:0044238, GO:0008757, GO:0003676	A0A6A5KZ34	
contig_1651	734	391.349	1.72016E-122	gb|KAF1857498.1|hypothetical protein Lal_00042817 [Lupinus albus]	GO:0000166, GO:0005525, GO:0003723, GO:0070084, GO:0046872, GO:0050660, GO:0016020, GO:0006508, GO:0000160, GO:0016021, GO:0070006, GO:0016310, GO:0016301, GO:0016787, GO:0036211, GO:0016627, GO:0008233, GO:0008236, GO:0008168, GO:0004177, GO:0003995	A0A6A5LBN6	
contig_1666	517	37.3502	2.08107	gb|KAF1857498.1|hypothetical protein Lal_00042817 [Lupinus albus]	GO:0000166, GO:0005525, GO:0003723, GO:0070084, GO:0046872, GO:0050660, GO:0016020, GO:0006508, GO:0000160, GO:0016021, GO:0070006, GO:0016310, GO:0016301, GO:0016787, GO:0036211, GO:0016627, GO:0008233, GO:0008236, GO:0008168, GO:0004177, GO:0003995	A0A6A5LBN6	
contig_3092	660	245.358	5.71908E-72	gb|KAF1857498.1|hypothetical protein Lal_00042817 [Lupinus albus]	GO:0000166, GO:0005525, GO:0003723, GO:0070084, GO:0046872, GO:0050660, GO:0016020, GO:0006508, GO:0000160, GO:0016021, GO:0070006, GO:0016310, GO:0016301, GO:0016787, GO:0036211, GO:0016627, GO:0008233, GO:0008236, GO:0008168, GO:0004177, GO:0003995	A0A6A5LBN6	
contig_3	785	88.5817	5.7863E-17	gb|KAF1853402.1|hypothetical protein Lal_00009769 [Lupinus albus]	GO:0000155, GO:0005737, GO:0007165, GO:0016020, GO:0006508, GO:0016021, GO:0000160, GO:0004252, GO:0008236, GO:0004672, GO:0016787	A0A6A5L482	
contig_1474	520	37.7354	1.57628	gb|KAF1853402.1|hypothetical protein Lal_00009769 [Lupinus albus]	GO:0000155, GO:0005737, GO:0007165, GO:0016020, GO:0006508, GO:0016021, GO:0000160, GO:0004252, GO:0008236, GO:0004672, GO:0016787	A0A6A5L482	
contig_1512	743	182.185	1.49159E-49	gb|KAF1853402.1|hypothetical protein Lal_00009769 [Lupinus albus]	GO:0000155, GO:0005737, GO:0007165, GO:0016020, GO:0006508, GO:0016021, GO:0000160, GO:0004252, GO:0008236, GO:0004672, GO:0016787	A0A6A5L482	
contig_145	652	235.343	6.72829E-76	gb|KNA03397.1|hypothetical protein SOVF_209610 [Spinacia oleracea]	GO:0000156, GO:0003677, GO:0045893, GO:0005829, GO:0000160, GO:0006355, GO:0000976, GO:0032993, GO:0001216	A0A0K9Q7Z3	
contig_164	535	84.7297	1.43402E-17	gb|EEF22386.1|two-component sensor protein histidine protein kinase, putative [Ricinus communis]	GO:0000156, GO:0003677, GO:0045893, GO:0005829, GO:0000160, GO:0006355, GO:0016310, GO:0000976, GO:0032993, GO:0016301, GO:0001216	B9TP28	
contig_940	634	83.1889	9.04351E-17	gb|EEF24706.1|two-component system sensor histidine kinase/response regulator, putative [Ricinus communis]	GO:0000156, GO:0003677, GO:0045893, GO:0005829, GO:0000160, GO:0006355, GO:0016310, GO:0000976, GO:0032993, GO:0001216, GO:0016301	B9THF8	
contig_340	623	70.0922	7.22849E-12	gb|KAF1857230.1|hypothetical protein Lal_00015509 [Lupinus albus]	GO:0003677, GO:0000160, GO:0006355, GO:0016310, GO:0016301	A0A6A5LBJ9	
contig_962	623	51.9878	2.85488E-5	gb|EEF28197.1|Nodulation protein W, putative [Ricinus communis]	GO:0003677, GO:0000160, GO:0006355, GO:0016310, GO:0016301	B9T7I4	
contig_2941	620	68.9366	1.90523E-11	dbj|GFC86404.1|two-component system sensor histidine kinase/response regulator, putative [Tanacetum cinerariifolium]	GO:0003677, GO:0000160, GO:0006355, GO:0016310, GO:0016301	A0A699RUQ1	
contig_1137	540	90.8929	7.74724E-19	gb|KAF1855966.1|hypothetical protein Lal_00000036 [Lupinus albus]	GO:0000155, GO:0050896, GO:0016020, GO:0016021, GO:0000160, GO:0016772, GO:0016310, GO:0016740, GO:0018106, GO:0016301, GO:0007165, GO:0009881, GO:0006355, GO:0004673, GO:0004672	A0A6A5L4J4	
contig_1695	534	49.2914	1.62936E-4	gb|KAF1855966.1|hypothetical protein Lal_00000036 [Lupinus albus]	GO:0000155, GO:0050896, GO:0016020, GO:0016021, GO:0000160, GO:0016772, GO:0016310, GO:0016740, GO:0018106, GO:0016301, GO:0007165, GO:0009881, GO:0006355, GO:0004673, GO:0004672	A0A6A5L4J4	
contig_1643	502	60.4622	2.77552E-8	gb|OAO89084.1|hypothetical protein AXX17_ATUG04740 [Arabidopsis thaliana]	GO:0003677, GO:0000155, GO:0016020, GO:0016021, GO:0000160, GO:0016772, GO:0071555, GO:0016310, GO:0016740, GO:0016301, GO:0018106, GO:0016787, GO:0007165, GO:0042221, GO:0006355, GO:0048856, GO:0004673, GO:0004672	A0A178U754	
contig_1709	796	134.806	8.55208E-33	gb|OAO89084.1|hypothetical protein AXX17_ATUG04740 [Arabidopsis thaliana]	GO:0003677, GO:0000155, GO:0016020, GO:0016021, GO:0000160, GO:0016772, GO:0071555, GO:0016310, GO:0016740, GO:0016301, GO:0018106, GO:0016787, GO:0007165, GO:0042221, GO:0006355, GO:0048856, GO:0004673, GO:0004672	A0A178U754	
contig_3111	571	78.9518	1.78712E-14	gb|EEC69860.1|hypothetical protein OsI_00217 [Oryza sativa Indica Group]	GO:0003677, GO:0000155, GO:0016020, GO:0000160, GO:0016021, GO:0016310, GO:0016772, GO:0016740, GO:0018106, GO:0016301, GO:0007165, GO:0006355, GO:0004673, GO:0004672, GO:0009736, GO:0005886	B8AD13	
contig_619	507	122.094	4.79029E-31	pdb|6TBY|AAAChain AAA, Phytochrome [Sorghum bicolor]	GO:0000155, GO:0050896, GO:0042803, GO:0007165, GO:0009585, GO:0009584, GO:0009881, GO:0000160, GO:0017012, GO:0006355, GO:0010017, GO:0017006	P93527	
contig_1998	804	78.5666	1.93781E-13	dbj|GEU28408.1|class I glutamine amidotransferase-like protein [Tanacetum cinerariifolium]	GO:0050896, GO:0003700, GO:0000155, GO:0007165, GO:0016491, GO:0009881, GO:0000160, GO:0006355, GO:0016740, GO:0006541, GO:0009637	A0A699GHZ1	
contig_2966	829	84.3445	2.10661E-15	gb|KAF1857620.1|hypothetical protein Lal_00014633 [Lupinus albus]	GO:0003677, GO:0005525, GO:0000166, GO:0003746, GO:0009507, GO:0003924, GO:0016020, GO:0000160, GO:0016021, GO:0016310, GO:0016301, GO:0055085, GO:0015562, GO:0006355, GO:0022857, GO:0006414, GO:0006412, GO:0009536	A0A6A5LCR4	
contig_831	698	348.977	3.69359E-119	gb|KNA03108.1|hypothetical protein SOVF_212290, partial [Spinacia oleracea]	GO:0000160, GO:0006355, GO:0005524	A0A0K9Q8U5	
contig_3074	561	110.153	2.61049E-25	dbj|GEU28427.1|response regulator GacA, putative [Tanacetum cinerariifolium]	GO:0003677, GO:0004803, GO:0032196, GO:0000160, GO:0006355, GO:0006310, GO:0006313	A0A699GFQ3	
contig_2821	513	62.003	9.85948E-9	dbj|GEU28037.1|adenylate kinase 4 [Tanacetum cinerariifolium]	GO:0000166, GO:0016491, GO:0006629, GO:0000160, GO:0016310, GO:0016740, GO:0016301, GO:0019205, GO:0016776, GO:0009245, GO:0009029, GO:0046940, GO:0006139, GO:0004017, GO:0005524	A0A699GEF8	
contig_830	907	210.69	1.17878E-59	dbj|GFA43263.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0000155, GO:0001522, GO:0003723, GO:0007165, GO:0009982, GO:0016020, GO:0009451, GO:0000160, GO:0016021, GO:0004672	A0A699JMC3	
contig_2734	527	127.102	1.63889E-31	dbj|GFA43263.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0000155, GO:0001522, GO:0003723, GO:0007165, GO:0009982, GO:0016020, GO:0009451, GO:0000160, GO:0016021, GO:0004672	A0A699JMC3	
contig_768	547	62.7734	3.51877E-9	dbj|GFC61298.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0000155, GO:0046983, GO:0016020, GO:0016021, GO:0000160	A0A699QBJ3	
contig_1794	550	38.5058	0.334256	dbj|GFC96056.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0000155, GO:0046983, GO:0016021, GO:0000160	A0A699SEL6	
contig_1576	753	85.1149	1.00351E-16	dbj|GFB95177.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0000155, GO:0016020, GO:0000160, GO:0016021	A0A699N0E5	
contig_3017	1155	86.2705	1.01969E-15	gb|EEF26572.1|conserved hypothetical protein [Ricinus communis]	GO:0000155, GO:0016020, GO:0016021, GO:0000160	B9TC43	
contig_1999	566	53.1434	4.6703E-6	gb|EEC78884.1|hypothetical protein OsI_19248 [Oryza sativa Indica Group]	GO:0000155, GO:0016021, GO:0000160	B8AW45	
contig_168	564	66.6254	1.39462E-10	dbj|GFC54716.1|two-component response regulator ARR22-like [Tanacetum cinerariifolium]	GO:0000160	A0A699Q7J7	
contig_458	691	115.161	1.8856E-29	dbj|GFC70445.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0000160	A0A699QME8	
contig_2825	927	58.151	1.00929E-7	gb|OMP13637.1|hypothetical protein COLO4_01251 [Corchorus olitorius]	GO:0000160	A0A1R3L2V7	
contig_910	605	166.007	1.69243E-48	gb|KAF1858264.1|hypothetical protein Lal_00014765 [Lupinus albus]	GO:0016829, GO:1901576, GO:0000107, GO:0008652, GO:0000105, GO:0044238, GO:0044249	A0A6A5L6X4	
contig_1411	544	137.117	4.43605E-38	gb|KAF1854035.1|hypothetical protein Lal_00005250 [Lupinus albus]	GO:0004359, GO:0016829, GO:0008652, GO:0016763, GO:0000105, GO:0016787	A0A6A5L3E8	
contig_3373	549	119.783	1.885E-31	gb|KAF1852773.1|hypothetical protein Lal_00008930 [Lupinus albus]	GO:0004359, GO:0016829, GO:0008652, GO:0016763, GO:0000105, GO:0016787	A0A6A5KZQ6	
contig_2407	561	189.889	1.54694E-56	gb|KAF1856560.1|hypothetical protein Lal_00046873 [Lupinus albus]	GO:0004635, GO:0000166, GO:0004636, GO:0003824, GO:0016787, GO:0008152, GO:0016829, GO:1901576, GO:0000107, GO:0008652, GO:0000105, GO:0044238, GO:0044249, GO:0005524	A0A6A5L9G2	
contig_2071	543	348.591	5.66132E-110	gb|KAF1853252.1|hypothetical protein Lal_00009613 [Lupinus albus]	GO:0005789, GO:0004758, GO:0051287, GO:0046872, GO:0003824, GO:0016020, GO:0016740, GO:0016567, GO:0008152, GO:0016829, GO:0008652, GO:0004399, GO:0000287, GO:0005737, GO:0016491, GO:0003879, GO:0006629, GO:0016791, GO:0016757, GO:0016616, GO:0030170, GO:0009058, GO:0000105, GO:0006665, GO:0004424, GO:0004401	A0A6A5L3T6	
contig_2938	678	438.728	7.66969E-143	gb|KAF1853252.1|hypothetical protein Lal_00009613 [Lupinus albus]	GO:0005789, GO:0004758, GO:0051287, GO:0046872, GO:0003824, GO:0016020, GO:0016740, GO:0016567, GO:0008152, GO:0016829, GO:0008652, GO:0004399, GO:0000287, GO:0005737, GO:0016491, GO:0003879, GO:0006629, GO:0016791, GO:0016757, GO:0016616, GO:0030170, GO:0009058, GO:0000105, GO:0006665, GO:0004424, GO:0004401	A0A6A5L3T6	
contig_2996	867	180.259	2.86589E-48	gb|KAF1853252.1|hypothetical protein Lal_00009613 [Lupinus albus]	GO:0005789, GO:0004758, GO:0051287, GO:0046872, GO:0003824, GO:0016020, GO:0016740, GO:0016567, GO:0008152, GO:0016829, GO:0008652, GO:0004399, GO:0000287, GO:0005737, GO:0016491, GO:0003879, GO:0006629, GO:0016791, GO:0016757, GO:0016616, GO:0030170, GO:0009058, GO:0000105, GO:0006665, GO:0004424, GO:0004401	A0A6A5L3T6	
contig_990	723	197.208	6.86636E-55	gb|KAF1856559.1|hypothetical protein Lal_00046872 [Lupinus albus]	GO:0005789, GO:0004758, GO:0003824, GO:0051287, GO:0046872, GO:0016020, GO:0016740, GO:0008152, GO:0009089, GO:0016829, GO:0008652, GO:0004399, GO:0005737, GO:0016491, GO:0006629, GO:0016791, GO:0016616, GO:0030170, GO:0009058, GO:0008483, GO:0004400, GO:0000105, GO:0004424, GO:0006665, GO:0004401	A0A6A5L704	
contig_3214	680	301.597	7.57907E-93	gb|KAF1856559.1|hypothetical protein Lal_00046872 [Lupinus albus]	GO:0005789, GO:0004758, GO:0003824, GO:0051287, GO:0046872, GO:0016020, GO:0016740, GO:0008152, GO:0009089, GO:0016829, GO:0008652, GO:0004399, GO:0005737, GO:0016491, GO:0006629, GO:0016791, GO:0016616, GO:0030170, GO:0009058, GO:0008483, GO:0004400, GO:0000105, GO:0004424, GO:0006665, GO:0004401	A0A6A5L704	
contig_832	622	88.9669	1.12568E-17	dbj|GEU28371.1|adenylosuccinate synthetase 2, chloroplastic [Tanacetum cinerariifolium]	GO:0004019, GO:0006935, GO:0005525, GO:0009507, GO:0003824, GO:0046872, GO:0016020, GO:0016021, GO:0004719, GO:0030246, GO:0019538, GO:0010951, GO:0016787, GO:0008152, GO:0008233, GO:0006032, GO:0004550, GO:0008955, GO:0008658, GO:0006479, GO:0005886, GO:0003677, GO:0004866, GO:0000166, GO:0000287, GO:0005737, GO:0006508, GO:0016874, GO:0052547, GO:0036211, GO:0016757, GO:0006183, GO:0004180, GO:0006164, GO:0006241, GO:0006165, GO:0042221, GO:0006167, GO:0000105, GO:0006228, GO:0044208, GO:0009536	A0A699GFV8	
contig_2255	740	158.688	2.83594E-41	dbj|GEU28371.1|adenylosuccinate synthetase 2, chloroplastic [Tanacetum cinerariifolium]	GO:0004019, GO:0006935, GO:0005525, GO:0009507, GO:0003824, GO:0046872, GO:0016020, GO:0016021, GO:0004719, GO:0030246, GO:0019538, GO:0010951, GO:0016787, GO:0008152, GO:0008233, GO:0006032, GO:0004550, GO:0008955, GO:0008658, GO:0006479, GO:0005886, GO:0003677, GO:0004866, GO:0000166, GO:0000287, GO:0005737, GO:0006508, GO:0016874, GO:0052547, GO:0036211, GO:0016757, GO:0006183, GO:0004180, GO:0006164, GO:0006241, GO:0006165, GO:0042221, GO:0006167, GO:0000105, GO:0006228, GO:0044208, GO:0009536	A0A699GFV8	
contig_3203	506	41.9726	0.051959	dbj|GEU28371.1|adenylosuccinate synthetase 2, chloroplastic [Tanacetum cinerariifolium]	GO:0004019, GO:0006935, GO:0005525, GO:0009507, GO:0003824, GO:0046872, GO:0016020, GO:0016021, GO:0004719, GO:0030246, GO:0019538, GO:0010951, GO:0016787, GO:0008152, GO:0008233, GO:0006032, GO:0004550, GO:0008955, GO:0008658, GO:0006479, GO:0005886, GO:0003677, GO:0004866, GO:0000166, GO:0000287, GO:0005737, GO:0006508, GO:0016874, GO:0052547, GO:0036211, GO:0016757, GO:0006183, GO:0004180, GO:0006164, GO:0006241, GO:0006165, GO:0042221, GO:0006167, GO:0000105, GO:0006228, GO:0044208, GO:0009536	A0A699GFV8	
contig_1996	581	218.009	1.88697E-66	gb|OMP11992.1|Phosphoadenosine phosphosulfate reductase [Corchorus olitorius]	GO:0004604, GO:0016491, GO:0003824, GO:0019379, GO:0000103, GO:0016667	A0A1R3KY43	
contig_986	852	117.472	6.84913E-27	gb|QDZ24480.1|FAD-binding oxygenase [Chloropicon primus]	GO:0071949	A0A5B8MY73	
contig_200	619	84.3445	9.31916E-18	dbj|GFD21320.1|persulfide dioxygenase ETHE1 homolog, mitochondrial-like isoform X1 [Tanacetum cinerariifolium]	GO:0051213	A0A699UFM9	
contig_2844	534	196.438	3.31138E-58	dbj|GFA72585.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0050660, GO:0016020, GO:0016021	A0A699K284	
contig_2381	718	100.908	1.57785E-23	gb|EEF25239.1|maf protein, putative [Ricinus communis]	GO:0047429	B9TFX5	
contig_1283	647	38.5058	1.13266	gb|MBA0860989.1|hypothetical protein [Gossypium schwendimanii]	GO:0046983, GO:0005634	A0A7J9LRS3	
contig_3368	549	37.7354	1.56212	gb|KAE8712753.1|F-box/LRR-repeat protein 3 [Hibiscus syriacus]	GO:0046983	A0A6A3B8T0	
contig_390	514	33.4982	9.25925	ref|XP_006394014.1|uncharacterized protein LOC18012774 [Eutrema salsugineum]	GO:0046982	V4K0D1	
contig_2373	580	38.1206	1.18361	ref|XP_026411426.1|monothiol glutaredoxin-S17-like [Papaver somniferum]	GO:0097573, GO:0046872, GO:0051536	A0A4Y7ICC4	
contig_1432	896	37.3502	6.73343	ref|XP_005645286.1|hypothetical protein COCSUDRAFT_67210 [Coccomyxa subellipsoidea C-169]	GO:0046872, GO:0051537, GO:0051536	I0YQS3	
contig_7	666	50.447	1.47515E-4	dbj|GFB97727.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0046872	A0A699N309	
contig_753	515	39.6614	0.313672	ref|XP_002893768.1|PHD finger protein At1g33420 [Arabidopsis lyrata subsp. lyrata]	GO:0046872	D7KII6	
contig_2453	1201	110.923	2.45663E-26	dbj|GFD40991.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0046872	A0A699W7W5	
contig_3271	720	39.6614	0.752104	gb|KYP68133.1|Bromodomain adjacent to zinc finger domain protein 2B, partial [Cajanus cajan]	GO:0046872	A0A151TM58	
contig_2519	546	38.891	0.685985	emb|VFQ87897.1|unnamed protein product [Cuscuta campestris]	GO:0005768, GO:0016020, GO:0016021, GO:0035091	A0A484MHA1	
contig_2045	639	39.6614	0.62925	gb|KAF9671583.1|hypothetical protein SADUNF_Sadunf12G0062500 [Salix dunnii]	GO:0005768, GO:0016020, GO:0035091	A0A835JN59	
contig_3198	613	129.413	7.18515E-33	dbj|GAQ80336.1|hypothetical protein KFL_000520050 [Klebsormidium nitens]	GO:0033922	A0A1Y1HUX5	
contig_26	713	128.257	2.87104E-33	dbj|GFC50082.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0030246	A0A699PWL0	
contig_1594	719	138.272	4.21085E-37	dbj|GFC50082.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0030246	A0A699PWL0	
contig_1627	711	133.65	9.95637E-33	dbj|GEU28065.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0030246	A0A699GIY0	
contig_1367	626	43.8986	0.0048446	gb|KAG2423280.1|hypothetical protein HXX76_015429 [Chlamydomonas incerta]	GO:0019825, GO:0046872, GO:0020037	A0A835VPU1	
contig_2986	552	125.946	8.42802E-34	gb|EEF26061.1|conserved hypothetical protein [Ricinus communis]	GO:0019104	B9TDK4	
contig_1184	515	134.806	2.90512E-37	gb|EEF23305.1|conserved hypothetical protein, partial [Ricinus communis]	GO:0016829	B9TLG0	
contig_2588	585	40.0466	0.0441267	dbj|GFD51381.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016829	A0A699X2S9	
contig_1630	548	55.0694	2.6055E-6	gb|EEE52322.1|hypothetical protein OsJ_34341 [Oryza sativa Japonica Group]	GO:0016020, GO:0016021, GO:0016810	B9GBB6	
contig_2296	542	106.686	3.43452E-24	gb|EEE52322.1|hypothetical protein OsJ_34341 [Oryza sativa Japonica Group]	GO:0016020, GO:0016021, GO:0016810	B9GBB6	
contig_3222	513	117.857	1.90615E-29	gb|EEF24726.1|Exoenzymes regulatory protein aepA precursor, putative, partial [Ricinus communis]	GO:0016810	B9THD8	
contig_1307	965	38.891	1.80775	gb|KCW62405.1|hypothetical protein EUGRSUZ_H05057 [Eucalyptus grandis]	GO:0016788	A0A059B9R8	
contig_951	552	105.531	7.57742E-24	gb|KAF1853980.1|hypothetical protein Lal_00005193 [Lupinus albus]	GO:0070006, GO:0016787, GO:0110165	A0A6A5L1T0	
contig_2064	587	35.4242	8.52633	emb|CAG7860088.1|unnamed protein product [Brassica rapa]	GO:0046872, GO:0005634, GO:0016787	A0A8D9CP36	
contig_2192	1245	116.701	1.06697E-25	gb|KZV14787.1|LuxS/MPP-like metallohydrolase [Dorcoceras hygrometricum]	GO:0046872, GO:0016787	A0A2Z7A010	
contig_2301	562	32.7278	39.2212	gb|TYH83356.1|hypothetical protein ES332_D02G127600v1 [Gossypium tomentosum]	GO:0046872, GO:0016787	A0A5D2LWC9	
contig_2853	864	394.815	2.62489E-133	gb|KAF1856529.1|hypothetical protein Lal_00049055 [Lupinus albus]	GO:0042834, GO:0016787	A0A6A5L6X8	
contig_50	608	102.064	4.29735E-23	gb|KAG5220285.1|amidohydrolase [Salix suchowensis]	GO:0016787, GO:0016810	A0A836AT96	
contig_3003	633	123.25	1.33824E-31	dbj|GFC64807.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016787, GO:0016810	A0A699QL37	
contig_247	564	98.2117	3.32609E-22	gb|KEH15118.1|Zn-dependent hydrolase glyoxylase [Medicago truncatula]	GO:0016787	A0A072TDK1	
contig_631	643	120.939	6.30398E-30	gb|EEF23906.1|conserved hypothetical protein, partial [Ricinus communis]	GO:0016787	B9TJQ8	
contig_1216	556	95.9005	7.00282E-21	dbj|GBF90639.1|hydrolase [Raphidocelis subcapitata]	GO:0016787	A0A2V0NTK0	
contig_1274	582	53.5286	6.40279E-6	dbj|GAQ84410.1|hypothetical protein KFL_001880040 [Klebsormidium nitens]	GO:0016787	A0A1Y1I0E5	
contig_1715	972	125.946	1.78267E-31	gb|EEF22569.1|conserved hypothetical protein [Ricinus communis]	GO:0016787	B9TNJ5	
contig_2707	535	38.891	0.575766	gb|KCW89232.1|hypothetical protein EUGRSUZ_A01531 [Eucalyptus grandis]	GO:0016787	A0A059DF77	
contig_2713	790	75.485	5.66881E-13	gb|QDZ17628.1|putative alpha/beta hydrolase [Chloropicon primus]	GO:0016787	A0A5B8MB05	
contig_2934	573	44.2838	0.0118892	gb|KZV42210.1|Para-nitrobenzyl esterase [Dorcoceras hygrometricum]	GO:0016787	A0A2Z7CBZ6	
contig_3230	546	107.842	1.05587E-27	gb|KZV15459.1|acyl-CoA thioesterase/ catalytic/ hydrolase, acting on ester bond [Dorcoceras hygrometricum]	GO:0016787	A0A2Z7A220	
contig_1955	757	57.7658	8.97917E-7	gb|KAF6255492.1|sulfolipid synthase [Scenedesmus sp. NREL 46B-D3]	GO:0016757, GO:0016020, GO:0016021	A0A7J7PUF7	
contig_3084	595	121.709	1.40341E-31	gb|PNG99467.1|hypothetical protein TSOC_014753, partial [Tetrabaena socialis]	GO:0016757, GO:0016020, GO:0016021	A0A2J7ZGT6	
contig_431	551	36.965	2.80182	emb|CAD1830449.1|unnamed protein product [Ananas comosus var. bracteatus]	GO:0016757, GO:0016021	A0A6V7PI02	
contig_3040	650	49.6766	2.19959E-4	ref|XP_003064231.1|predicted protein [Micromonas pusilla CCMP1545]	GO:0016747, GO:0016020, GO:0016021	C1N898	
contig_2731	534	77.411	1.48572E-14	gb|KXZ52756.1|hypothetical protein GPECTOR_8g147 [Gonium pectorale]	GO:0070403, GO:0016740	A0A150GSC6	
contig_2162	589	286.574	2.34231E-96	gb|KNA03502.1|hypothetical protein SOVF_208580 [Spinacia oleracea]	GO:0016740, GO:0046912	A0A0K9Q897	
contig_3077	621	38.5058	1.48578	gb|KZV15270.1|protein Rf1, mitochondrial-like [Dorcoceras hygrometricum]	GO:0016020, GO:0016021, GO:0016780, GO:0016740	A0A2Z7A8I6	
contig_1663	666	224.172	4.72763E-69	gb|OMP13691.1|hypothetical protein COLO4_01141 [Corchorus olitorius]	GO:0016757, GO:0016020, GO:0016021, GO:0016740, GO:0005886	A0A1R3L2Y2	
contig_229	539	45.0542	0.00441981	gb|EEF24614.1|glycosyltransferase, putative [Ricinus communis]	GO:0016757, GO:0016740	B9THQ0	
contig_352	783	107.071	1.60715E-23	gb|QDZ21948.1|glycosyltransferase [Chloropicon primus]	GO:0016757, GO:0016740	A0A5B8MMR0	
contig_2291	779	128.257	1.23907E-30	ref|XP_001695272.2|uncharacterized protein CHLRE_09g386732v5 [Chlamydomonas reinhardtii]	GO:0016757, GO:0016740	A0A2K3DCF1, A8J1V7	
contig_2936	798	75.485	7.22527E-14	dbj|GFD06633.1|sulfoquinovosyl transferase SQD2 [Tanacetum cinerariifolium]	GO:0016757, GO:0016740	A0A699TAV4	
contig_3356	627	35.4242	14.5346	gb|KAF3328144.1|UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase subunit [Carex littledalei]	GO:0016757, GO:0016740	A0A833R1H9	
contig_3366	1317	56.6102	9.62725E-6	gb|EEF26096.1|glycosyltransferase, putative [Ricinus communis]	GO:0016757, GO:0016740	B9TDG8	
contig_97	748	193.356	4.81834E-57	gb|KAF1853171.1|hypothetical protein Lal_00009531 [Lupinus albus]	GO:0016746, GO:0016747, GO:0016740	A0A6A5KWS1	
contig_2310	796	260.766	7.61168E-83	gb|KAF1857487.1|hypothetical protein Lal_00042806 [Lupinus albus]	GO:0016746, GO:0016747, GO:0016740	A0A6A5L7K6	
contig_282	512	224.557	4.79904E-69	gb|KAF1853052.1|hypothetical protein Lal_00009410 [Lupinus albus]	GO:0016746, GO:0016740	A0A6A5L365	
contig_2024	519	165.236	1.74116E-49	dbj|GFD25176.1|dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 2, mitochondrial-like isoform X1 [Tanacetum cinerariifolium]	GO:0016746, GO:0016740	A0A699UUZ5	
contig_739	554	40.4318	0.206411	gb|PON78556.1|N-terminal acetyltransferase A, auxiliary subunit [Parasponia andersonii]	GO:0016020, GO:0016021, GO:0016740	A0A2P5DZ79	
contig_169	789	36.5798	5.2266	gb|KAA0039863.1|glycosyl transferase [Cucumis melo var. makuwa]	GO:0016740	A0A5A7T9Z5	
contig_741	523	45.8246	0.00119701	gb|EEF26508.1|conserved hypothetical protein [Ricinus communis]	GO:0016740	B9TCA8	
contig_913	776	97.8265	1.07461E-21	ref|XP_001418303.1|predicted protein [Ostreococcus lucimarinus CCE9901]	GO:0016740	A4RZB6	
contig_1116	545	114.775	1.34667E-28	gb|EAY81384.1|hypothetical protein OsI_36556 [Oryza sativa Indica Group]	GO:0016705	A2ZFK0	
contig_1407	972	368.237	1.34445E-126	ref|XP_002959995.1|hypothetical protein VOLCADRAFT_72164, partial [Volvox carteri f. nagariensis]	GO:0016491, GO:0051539, GO:0051536	D8UMV9	
contig_1700	619	31.9574	41.3233	gb|KHN07322.1|Reticuline oxidase-like protein [Glycine soja]	GO:0016491, GO:0050660	A0A0B2PIF8	
contig_1734	632	78.1814	4.4798E-14	dbj|GAQ92792.1|Ubiquinol cytochrome c reductase subunit RIP1 [Klebsormidium nitens]	GO:0046872, GO:0016491, GO:0051537, GO:0051536	A0A1Y1IRZ4	
